npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:3000
 HTTP  9/19/2026 3:55:43 AM ::1 GET /src/ui/pokemonStats.js
 HTTP  9/19/2026 3:55:43 AM ::1 GET /src/ui/bonusCandy.js
 HTTP  9/19/2026 3:55:43 AM ::1 GET /src/ui/settings.js
 HTTP  9/19/2026 3:55:43 AM ::1 GET /src/ui/market.js
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 9 ms
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 9 ms
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 9 ms
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 8 ms
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 9 ms
 HTTP  9/19/2026 3:55:43 AM ::1 GET /src/ui/backpack/index.js
 HTTP  9/19/2026 3:55:43 AM ::1 GET /src/ui/backpack/pokemon.js
 HTTP  9/19/2026 3:55:43 AM ::1 GET /Assets/Pokemon%20Sprites/Extra/Frame.png
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 7 ms
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 7 ms
 HTTP  9/19/2026 3:55:43 AM ::1 Returned 200 in 7 ms
 HTTP  9/19/2026 3:55:44 AM ::1 GET /src/ui/backpack/pokeballs.js
 HTTP  9/19/2026 3:55:44 AM ::1 GET /src/ui/backpack/potions.js
 HTTP  9/19/2026 3:55:44 AM ::1 GET /src/ui/backpack/stones.js
 HTTP  9/19/2026 3:55:44 AM ::1 Returned 200 in 2 ms
 HTTP  9/19/2026 3:55:44 AM ::1 Returned 200 in 2 ms
 HTTP  9/19/2026 3:55:44 AM ::1 Returned 200 in 2 ms
 HTTP  9/19/2026 3:55:44 AM ::1 GET /src/ui/backpack/utils.js
 HTTP  9/19/2026 3:55:44 AM ::1 Returned 200 in 2 ms
 HTTP  9/19/2026 3:55:54 AM ::1 GET /Assets/Pokemon%20Sprites/Clean/16_Clean.png
 HTTP  9/19/2026 3:55:54 AM ::1 GET /Assets/Pokemon%20Sprites/Clean/1_Clean.png
 HTTP  9/19/2026 3:55:54 AM ::1 Returned 200 in 4 ms
 HTTP  9/19/2026 3:55:54 AM ::1 Returned 200 in 4 ms
