npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:3000
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/pokemonStats.js
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 0 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/settings.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/market.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/backpack/index.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/backpack/pokemon.js
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 4 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 3 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 3 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 3 ms
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/backpack/pokeballs.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/backpack/potions.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/backpack/stones.js
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 0 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 10:51:39 PM ::1 GET /src/ui/backpack/utils.js
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 0 ms
 HTTP  9/1/2026 10:51:39 PM ::1 GET /config/pokemonData.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /config/routes.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /config/gyms.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /config/balance.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /config/moves.js
 HTTP  9/1/2026 10:51:39 PM ::1 GET /config/types.js
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 10:51:39 PM ::1 GET /config/mapCoordinates.js
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 10:51:39 PM ::1 GET /Assets/BG/BG-Professor-Oak-Lab.png
 HTTP  9/1/2026 10:51:39 PM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 10:51:49 PM ::1 GET /Assets/Pokemon%20Sprites/150_shiny.png
 HTTP  9/1/2026 10:51:49 PM ::1 Returned 200 in 0 ms
 HTTP  9/1/2026 10:51:51 PM ::1 GET /Assets/Extra/Backpack.png
 HTTP  9/1/2026 10:51:51 PM ::1 Returned 200 in 1 ms
